17:12:03 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:03 KiB Mem : 32721572 total,   302372 free, 12132584 used, 20286616 buff/cache
17:12:12 23628 udi       20   0 9169780 947524 721724 S  82.4  2.9 301:38.85 uobs
17:12:12 21713 udi       20   0 2528740 189176  93492 R  64.7  0.6  26:20.62 rviz
17:12:12  3823 udi       20   0  689428  79488  49360 S  35.3  0.2 117:56.94 distance_indica
17:12:12  3537 udi       20   0  685504  71340  10772 S  29.4  0.2  97:47.15 hesai_lidar_nod
17:12:12  3864 udi       20   0 5473688 3.086g  62924 S  29.4  9.9 222:48.76 localization
17:12:12  1633 udi       20   0 1677372  48416  19416 S  23.5  0.1 105:04.73 event_data_reco
17:12:12  3549 udi       20   0  685504  69048  10716 S  23.5  0.2  78:07.28 hesai_lidar_nod
17:12:12  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:26.50 hesai_lidar_nod
17:12:12  3560 udi       20   0  685504  68720  10792 S  23.5  0.2  77:21.08 hesai_lidar_nod
17:12:12  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:05.76 hesai_lidar_nod
17:12:12  3871 udi       20   0  357856  21600  11260 S  23.5  0.1  75:42.67 intergration
17:12:12  3880 udi       20   0  364696  40212  10624 S  17.6  0.1  50:13.98 lidar_filter
17:12:12  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:57.86 can_port
17:12:12  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.57 encoder_to_odom
17:12:12  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.36 ekf_localizatio
17:12:12  3818 udi       20   0 1156048 164876  59608 S   5.9  0.5  41:29.88 localization_sw
17:12:12  3863 udi       20   0  337804  11464  10476 S   5.9  0.0   0:18.50 proto_reader
17:12:12  3977 udi       20   0  358944  13328  11732 S   5.9  0.0  14:38.76 lower_control
17:12:12  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.33 sys_data_hub
17:12:12  4132 udi       20   0  380392  27736  14404 S   5.9  0.1   5:24.22 opendrive_globa
17:12:12  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:12  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:12  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.06 vehicle_client
17:12:12  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.09 gps_handler.py
17:12:12  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:12  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.64 gps_odom_node
17:12:12  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:12  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.37 init_location
17:12:12  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.72 gps_init
17:12:12  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.42 current_odom_sa
17:12:12  3887 udi       20   0  336544  11212  10040 S   0.0  0.0  14:53.70 convert
17:12:12  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.28 opendrive_behav
17:12:12 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:12 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.95 gui_tools_set_n
17:12:12 CPU MHz:             2900.000
17:12:13 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:13 KiB Mem : 32721572 total,   277876 free, 12150684 used, 20293012 buff/cache
17:12:13  3935 udi       20   0  851124 297000  17080 R 105.9  0.9 382:28.81 lidar_preproces
17:12:13 21713 udi       20   0 2528740 189176  93492 R  94.1  0.6  26:21.11 rviz
17:12:13 23628 udi       20   0 9169780 947524 721724 S  76.5  2.9 301:39.31 uobs
17:12:13  3823 udi       20   0  689428  79488  49360 S  52.9  0.2 117:57.24 distance_indica
17:12:13  3871 udi       20   0  357856  21600  11260 S  29.4  0.1  75:42.80 intergration
17:12:13  1633 udi       20   0 1677372  48416  19416 S  23.5  0.1 105:04.90 event_data_reco
17:12:13  3537 udi       20   0  685504  71340  10772 S  23.5  0.2  97:47.30 hesai_lidar_nod
17:12:13  3549 udi       20   0  685504  69048  10716 S  23.5  0.2  78:07.41 hesai_lidar_nod
17:12:13  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:26.64 hesai_lidar_nod
17:12:13  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:05.88 hesai_lidar_nod
17:12:13  3864 udi       20   0 5473688 3.086g  62924 S  23.5  9.9 222:48.91 localization
17:12:13  3560 udi       20   0  685504  68720  10792 S  17.6  0.2  77:21.20 hesai_lidar_nod
17:12:13  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:57.94 can_port
17:12:13  3818 udi       20   0 1156048 167780  59608 S  11.8  0.5  41:29.95 localization_sw
17:12:13  3880 udi       20   0  364696  40212  10624 S  11.8  0.1  50:14.06 lidar_filter
17:12:13  3978 udi       20   0  410628  11688  10524 R  11.8  0.0  30:50.38 sys_data_hub
17:12:13  3458 udi       20   0 1144576  70540  13488 S   5.9  0.2   6:45.10 gps_handler.py
17:12:13  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.59 encoder_to_odom
17:12:13  3499 udi       20   0  401892  10492   9552 S   5.9  0.0   1:41.65 gps_odom_node
17:12:13  3977 udi       20   0  358944  13328  11732 S   5.9  0.0  14:38.79 lower_control
17:12:13  4116 udi       20   0  429924  33324  15936 S   5.9  0.1   9:06.31 opendrive_behav
17:12:13 29530 udi       20   0 1252232 156976  73436 S   5.9  0.5   5:22.96 gui_tools_set_n
17:12:13  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:13  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:13  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.07 vehicle_client
17:12:13  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:13  3648 udi       20   0  491956  12588  11112 S   0.0  0.0  22:34.39 ekf_localizatio
17:12:13  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:13  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.39 init_location
17:12:13  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.50 proto_reader
17:12:13  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.72 gps_init
17:12:13  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.43 current_odom_sa
17:12:13  3887 udi       20   0  336544  11212  10040 S   0.0  0.0  14:53.72 convert
17:12:13  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.22 opendrive_globa
17:12:13 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:13 CPU MHz:             2899.999
17:12:13 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:13 KiB Mem : 32721572 total,   263288 free, 12164628 used, 20293656 buff/cache
17:12:13  3935 udi       20   0  859184 290992  17080 R 111.8  0.9 382:29.47 lidar_preproces
17:12:13 23628 udi       20   0 9169780 947524 721724 S  76.5  2.9 301:39.78 uobs
17:12:13 21713 udi       20   0 2528740 189176  93492 R  64.7  0.6  26:21.58 rviz
17:12:13  3823 udi       20   0  699768  89516  49360 S  35.3  0.3 117:57.48 distance_indica
17:12:13  3864 udi       20   0 5473688 3.086g  62924 S  35.3  9.9 222:49.13 localization
17:12:13  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:05.07 event_data_reco
17:12:13  3537 udi       20   0  685504  71340  10772 S  23.5  0.2  97:47.45 hesai_lidar_nod
17:12:13  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:26.78 hesai_lidar_nod
17:12:13  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:06.01 hesai_lidar_nod
17:12:13  3880 udi       20   0  364696  40212  10624 S  23.5  0.1  50:14.16 lidar_filter
17:12:13  3549 udi       20   0  685504  69048  10716 S  17.6  0.2  78:07.52 hesai_lidar_nod
17:12:13  3560 udi       20   0  685504  68720  10792 S  17.6  0.2  77:21.33 hesai_lidar_nod
17:12:13  3871 udi       20   0  357856  21600  11260 S  17.6  0.1  75:42.92 intergration
17:12:13  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:58.02 can_port
17:12:13  3818 udi       20   0 1156048 170420  59608 S  11.8  0.5  41:30.02 localization_sw
17:12:13  1728 root      20   0  924436  38172  25112 S   5.9  0.1   4:36.08 vehicle_client
17:12:13  3458 udi       20   0 1144576  70540  13488 S   5.9  0.2   6:45.11 gps_handler.py
17:12:13  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.43 ekf_localizatio
17:12:13  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.75 convert
17:12:13  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.42 sys_data_hub
17:12:13  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:13  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:13  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:13  3493 udi       20   0  417304  11416  10392 S   0.0  0.0  12:58.60 encoder_to_odom
17:12:13  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.66 gps_odom_node
17:12:13  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:13  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.40 init_location
17:12:13  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.50 proto_reader
17:12:13  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.72 gps_init
17:12:13  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.43 current_odom_sa
17:12:13  3977 udi       20   0  358944  13328  11732 S   0.0  0.0  14:38.81 lower_control
17:12:13  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.32 opendrive_behav
17:12:13  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.24 opendrive_globa
17:12:13 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:13 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.97 gui_tools_set_n
17:12:13 CPU MHz:             2899.999
17:12:14 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:14 KiB Mem : 32721572 total,   266136 free, 12161588 used, 20293848 buff/cache
17:12:14  3935 udi       20   0  847536 297196  17080 R 111.8  0.9 382:30.09 lidar_preproces
17:12:14 23628 udi       20   0 9169780 947524 721724 S  82.4  2.9 301:40.26 uobs
17:12:14 21713 udi       20   0 2528740 189176  93492 R  70.6  0.6  26:22.06 rviz
17:12:14  3823 udi       20   0  689428  79488  49360 S  47.1  0.2 117:57.76 distance_indica
17:12:14  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:05.25 event_data_reco
17:12:14  3864 udi       20   0 5473688 3.086g  62924 S  29.4  9.9 222:49.32 localization
17:12:14  3537 udi       20   0  685504  71340  10772 S  23.5  0.2  97:47.61 hesai_lidar_nod
17:12:14  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:06.14 hesai_lidar_nod
17:12:14  1643 udi       20   0  816588  19832  12524 S  17.6  0.1  47:58.10 can_port
17:12:14  3549 udi       20   0  685504  69048  10716 S  17.6  0.2  78:07.65 hesai_lidar_nod
17:12:14  3557 udi       20   0  685504  71316  10708 S  17.6  0.2  87:26.92 hesai_lidar_nod
17:12:14  3560 udi       20   0  685504  68720  10792 S  17.6  0.2  77:21.45 hesai_lidar_nod
17:12:14  3871 udi       20   0  357856  21600  11260 S  17.6  0.1  75:43.04 intergration
17:12:14  3818 udi       20   0 1156048 167636  59608 S  11.8  0.5  41:30.09 localization_sw
17:12:14  3880 udi       20   0  364696  40212  10624 S  11.8  0.1  50:14.23 lidar_filter
17:12:14  3458 udi       20   0 1144576  70540  13488 S   5.9  0.2   6:45.12 gps_handler.py
17:12:14  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.63 encoder_to_odom
17:12:14  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.47 ekf_localizatio
17:12:14  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.77 convert
17:12:14  3977 udi       20   0  358944  13328  11732 S   5.9  0.0  14:38.84 lower_control
17:12:14  3978 udi       20   0  410628  11688  10524 R   5.9  0.0  30:50.47 sys_data_hub
17:12:14  4132 udi       20   0  380392  27736  14404 S   5.9  0.1   5:24.25 opendrive_globa
17:12:14  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:14  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:14  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.08 vehicle_client
17:12:14  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:14  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.66 gps_odom_node
17:12:14  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:14  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.41 init_location
17:12:14  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.50 proto_reader
17:12:14  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.73 gps_init
17:12:14  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.44 current_odom_sa
17:12:14  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.33 opendrive_behav
17:12:14 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:14 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.97 gui_tools_set_n
17:12:14 CPU MHz:             2900.000
17:12:14 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:14 KiB Mem : 32721572 total,   252256 free, 12174564 used, 20294752 buff/cache
17:12:14  3935 udi       20   0  857052 304192  17080 S 100.0  0.9 382:30.68 lidar_preproces
17:12:14 21713 udi       20   0 2528740 189176  93492 R  70.6  0.6  26:22.52 rviz
17:12:14 23628 udi       20   0 9169780 947524 721724 S  70.6  2.9 301:40.81 uobs
17:12:14  3823 udi       20   0  689428  79488  49360 S  41.2  0.2 117:58.08 distance_indica
17:12:14  3537 udi       20   0  685504  71340  10772 S  35.3  0.2  97:47.77 hesai_lidar_nod
17:12:14  3864 udi       20   0 5473688 3.086g  62924 S  35.3  9.9 222:49.48 localization
17:12:14  1633 udi       20   0 1677372  48416  19416 S  23.5  0.1 105:05.42 event_data_reco
17:12:14  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:06.28 hesai_lidar_nod
17:12:14  3549 udi       20   0  685504  69048  10716 S  17.6  0.2  78:07.77 hesai_lidar_nod
17:12:14  3557 udi       20   0  685504  71316  10708 S  17.6  0.2  87:27.06 hesai_lidar_nod
17:12:14  3560 udi       20   0  685504  68720  10792 S  17.6  0.2  77:21.58 hesai_lidar_nod
17:12:14  3871 udi       20   0  357856  21600  11260 S  17.6  0.1  75:43.16 intergration
17:12:14  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:58.17 can_port
17:12:14  3880 udi       20   0  364696  40212  10624 S  11.8  0.1  50:14.31 lidar_filter
17:12:14  3887 udi       20   0  336544  11212  10040 S  11.8  0.0  14:53.80 convert
17:12:14  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.65 encoder_to_odom
17:12:14  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.51 ekf_localizatio
17:12:14  3818 udi       20   0 1156048 170276  59608 S   5.9  0.5  41:30.15 localization_sw
17:12:14  3862 udi       20   0  959060 204536  60068 S   5.9  0.6   7:07.43 init_location
17:12:14  3977 udi       20   0  358944  13328  11732 S   5.9  0.0  14:38.87 lower_control
17:12:14  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.51 sys_data_hub
17:12:14  4116 udi       20   0  429924  33324  15936 S   5.9  0.1   9:06.35 opendrive_behav
17:12:14  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:14  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.54 roscore
17:12:14  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.09 vehicle_client
17:12:14  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.12 gps_handler.py
17:12:14  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:14  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.66 gps_odom_node
17:12:14  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:14  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.50 proto_reader
17:12:14  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.73 gps_init
17:12:14  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.44 current_odom_sa
17:12:14  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.25 opendrive_globa
17:12:14 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:14 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.98 gui_tools_set_n
17:12:14 CPU MHz:             2899.999
17:12:15 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:15 KiB Mem : 32721572 total,   291684 free, 12134812 used, 20295076 buff/cache
17:12:15  3935 udi       20   0  842800 290924  17080 R 105.9  0.9 382:31.30 lidar_preproces
17:12:15 23628 udi       20   0 9169780 947524 721724 S  82.4  2.9 301:41.28 uobs
17:12:15 21713 udi       20   0 2528740 189176  93492 R  76.5  0.6  26:22.96 rviz
17:12:15  3823 udi       20   0  690184  80244  49360 S  41.2  0.2 117:58.34 distance_indica
17:12:15  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:05.58 event_data_reco
17:12:15  3537 udi       20   0  685504  71340  10772 S  23.5  0.2  97:47.92 hesai_lidar_nod
17:12:15  3549 udi       20   0  685504  69048  10716 S  23.5  0.2  78:07.90 hesai_lidar_nod
17:12:15  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:27.20 hesai_lidar_nod
17:12:15  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:06.41 hesai_lidar_nod
17:12:15  3864 udi       20   0 5473688 3.086g  62924 S  23.5  9.9 222:49.65 localization
17:12:15  3560 udi       20   0  685504  68720  10792 S  17.6  0.2  77:21.70 hesai_lidar_nod
17:12:15  3818 udi       20   0 1156048 150836  59608 S  17.6  0.5  41:30.23 localization_sw
17:12:15  3871 udi       20   0  357856  21600  11260 S  17.6  0.1  75:43.28 intergration
17:12:15  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:58.25 can_port
17:12:15  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.53 ekf_localizatio
17:12:15  3862 udi       20   0  959060 204536  60068 S   5.9  0.6   7:07.44 init_location
17:12:15  3880 udi       20   0  364696  40212  10624 S   5.9  0.1  50:14.38 lidar_filter
17:12:15  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.82 convert
17:12:15  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.56 sys_data_hub
17:12:15  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:15  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.54 roscore
17:12:15  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.09 vehicle_client
17:12:15  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.14 gps_handler.py
17:12:15  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:15  3493 udi       20   0  417304  11416  10392 S   0.0  0.0  12:58.66 encoder_to_odom
17:12:15  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.66 gps_odom_node
17:12:15  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:15  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.50 proto_reader
17:12:15  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.73 gps_init
17:12:15  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.45 current_odom_sa
17:12:15  3977 udi       20   0  358944  13328  11732 S   0.0  0.0  14:38.89 lower_control
17:12:15  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.36 opendrive_behav
17:12:15  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.26 opendrive_globa
17:12:15 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.92 cmcc_sdk_node
17:12:15 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.99 gui_tools_set_n
17:12:15 CPU MHz:             2900.000
17:12:16 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:16 KiB Mem : 32721572 total,   266872 free, 12159424 used, 20295276 buff/cache
17:12:16  3935 udi       20   0  832724 283004  17080 S 111.1  0.9 382:31.98 lidar_preproces
17:12:16 23628 udi       20   0 9169780 947524 721724 S  88.9  2.9 301:41.79 uobs
17:12:16 21713 udi       20   0 2528740 189440  93492 R  77.8  0.6  26:23.44 rviz
17:12:16  3823 udi       20   0  704952  94004  49360 R  44.4  0.3 117:58.63 distance_indica
17:12:16  3864 udi       20   0 5473688 3.086g  62924 S  33.3  9.9 222:49.84 localization
17:12:16  3537 udi       20   0  685504  71340  10772 S  27.8  0.2  97:48.09 hesai_lidar_nod
17:12:16  3549 udi       20   0  685504  69048  10716 S  27.8  0.2  78:08.03 hesai_lidar_nod
17:12:16  3571 udi       20   0  685504  69016  10536 S  27.8  0.2  81:06.55 hesai_lidar_nod
17:12:16  1633 udi       20   0 1677372  48416  19416 S  22.2  0.1 105:05.75 event_data_reco
17:12:16  3557 udi       20   0  685504  71316  10708 S  22.2  0.2  87:27.35 hesai_lidar_nod
17:12:16  3560 udi       20   0  685504  68720  10792 S  22.2  0.2  77:21.84 hesai_lidar_nod
17:12:16  3818 udi       20   0 1156048 156380  59608 S  16.7  0.5  41:30.30 localization_sw
17:12:16  3871 udi       20   0  357856  21600  11260 S  16.7  0.1  75:43.40 intergration
17:12:16  1643 udi       20   0  816588  19832  12524 R  11.1  0.1  47:58.32 can_port
17:12:16  3648 udi       20   0  491956  12588  11112 S  11.1  0.0  22:34.58 ekf_localizatio
17:12:16  3458 udi       20   0 1144576  70540  13488 S   5.6  0.2   6:45.15 gps_handler.py
17:12:16  3493 udi       20   0  417304  11416  10392 S   5.6  0.0  12:58.69 encoder_to_odom
17:12:16  3880 udi       20   0  364696  40212  10624 S   5.6  0.1  50:14.45 lidar_filter
17:12:16  3887 udi       20   0  336544  11212  10040 S   5.6  0.0  14:53.84 convert
17:12:16  3977 udi       20   0  358944  13328  11732 S   5.6  0.0  14:38.92 lower_control
17:12:16  3978 udi       20   0  410628  11688  10524 S   5.6  0.0  30:50.61 sys_data_hub
17:12:16  4116 udi       20   0  429924  33324  15936 S   5.6  0.1   9:06.38 opendrive_behav
17:12:16 29530 udi       20   0 1252232 156976  73436 S   5.6  0.5   5:23.00 gui_tools_set_n
17:12:16  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:16  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.54 roscore
17:12:16  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.10 vehicle_client
17:12:16  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:16  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.66 gps_odom_node
17:12:16  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:16  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.45 init_location
17:12:16  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.50 proto_reader
17:12:16  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.74 gps_init
17:12:16  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.45 current_odom_sa
17:12:16  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.26 opendrive_globa
17:12:16 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.92 cmcc_sdk_node
17:12:16 CPU MHz:             2899.999
17:12:16 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:16 KiB Mem : 32721572 total,   271172 free, 12154460 used, 20295940 buff/cache
17:12:16  3935 udi       20   0  859832 306972  17080 S 143.8  0.9 382:32.63 lidar_preproces
17:12:16 23628 udi       20   0 9169780 947524 721724 S  87.5  2.9 301:42.30 uobs
17:12:16 21713 udi       20   0 2528740 189440  93492 R  81.2  0.6  26:23.90 rviz
17:12:16  1633 udi       20   0 1677372  48416  19416 S  37.5  0.1 105:05.93 event_data_reco
17:12:16  3864 udi       20   0 5473688 3.086g  62924 S  37.5  9.9 222:50.04 localization
17:12:16  3537 udi       20   0  685504  71340  10772 S  31.2  0.2  97:48.26 hesai_lidar_nod
17:12:16  3823 udi       20   0  700908  90836  49360 R  31.2  0.3 117:58.91 distance_indica
17:12:16  3557 udi       20   0  685504  71316  10708 S  25.0  0.2  87:27.49 hesai_lidar_nod
17:12:16  3871 udi       20   0  357856  21600  11260 R  25.0  0.1  75:43.53 intergration
17:12:16  3549 udi       20   0  685504  69048  10716 S  18.8  0.2  78:08.15 hesai_lidar_nod
17:12:16  3560 udi       20   0  685504  68720  10792 S  18.8  0.2  77:21.96 hesai_lidar_nod
17:12:16  3571 udi       20   0  685504  69016  10536 S  18.8  0.2  81:06.68 hesai_lidar_nod
17:12:16  1643 udi       20   0  816588  19832  12524 S  12.5  0.1  47:58.40 can_port
17:12:16  3648 udi       20   0  491956  12588  11112 S  12.5  0.0  22:34.62 ekf_localizatio
17:12:16  3818 udi       20   0 1156048 148168  59608 S  12.5  0.5  41:30.37 localization_sw
17:12:16  3880 udi       20   0  364696  40212  10624 S  12.5  0.1  50:14.54 lidar_filter
17:12:16  3887 udi       20   0  336544  11212  10040 S  12.5  0.0  14:53.87 convert
17:12:16  3978 udi       20   0  410628  11688  10524 S  12.5  0.0  30:50.66 sys_data_hub
17:12:16  3977 udi       20   0  358944  13328  11732 S   6.2  0.0  14:38.95 lower_control
17:12:16  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:16  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.54 roscore
17:12:16  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.11 vehicle_client
